question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
90,"A box can hold 48 items. If each item takes up 3 cubic inches, what is the total volume of the box?",144 cubic inches,Total volume = 48 items * 3 cubic inches/item = 144 cubic inches,"Solve the following math problem: A box can hold 48 items. If each item takes up 3 cubic inches, what is the total volume of the box?
Answer: To find the total volume of the box, we need to multiply the number of items it can hold by the volume of each item. The number of items it can hold is 48, and the volume of each item is 3 cubic inches. Therefore, the total volume of the box is 48 x 3 = 144 cubic inches. The answer is 144 cubic inches.",Volume Problems,Easy,7
91,"A car's fuel efficiency is 25 miles per gallon. If the car has a 15-gallon tank, how many miles can it travel on a full tank?",375 miles,Distance = Fuel efficiency * Gallons = 25 miles/gallon * 15 gallons = 375 miles,"Solve the following math problem: A car's fuel efficiency is 25 miles per gallon. If the car has a 15-gallon tank, how many miles can it travel on a full tank?
Answer: To solve this problem, we need to multiply the car's fuel efficiency (25 miles per gallon) by the capacity of the tank (15 gallons).

25 miles/gallon * 15 gallons = 375 miles

Therefore, the car can travel 375 miles on a full tank.

The answer is 375 miles.",Distance-Rate-Time,Medium,4
92,A recipe requires 4 cups of flour for 2 loaves of bread. How much flour is needed for 5 loaves?,10 cups of flour,"Flour per loaf = 4 cups / 2 loaves = 2 cups/loaf
Flour for 5 loaves = 2 cups/loaf * 5 = 10 cups","Solve the following math problem: A recipe requires 4 cups of flour for 2 loaves of bread. How much flour is needed for 5 loaves?
Answer: To find out how much flour is needed for 5 loaves, we need to set up a proportion. We know that for 2 loaves, 4 cups of flour are needed, so we can write:

2/4 = 5/x

where x is the amount of flour needed for 5 loaves. To solve for x, we can cross-multiply:

2x = 20

x = 10

Therefore, 10 cups of flour are needed for 5 loaves of bread.",Proportion Problems,Easy,7
93,"If a person earns $50,000 a year and receives a 10% raise, what will their new salary be?","$55,000","New salary = $50,000 * (1 + 0.10) = $55,000","Solve the following math problem: If a person earns $50,000 a year and receives a 10% raise, what will their new salary be?
Answer: To find the new salary, we need to first calculate the amount of the raise. We can do this by multiplying the current salary by 10% (or 0.1): 
$50,000 x 0.1 = $5,000 
So the raise is $5,000. 
To find the new salary, we add the raise to the current salary: 
$50,000 + $5,000 = $55,000 
Therefore, the person's new salary will be $55,000.",Percentage Problems,Easy,3
94,A triangle has two sides of lengths 5 and 12. What is the length of the third side if the perimeter is 30?,13,"Let third side = x, 5 + 12 + x = 30
x = 30 - 17 = 13","Solve the following math problem: A triangle has two sides of lengths 5 and 12. What is the length of the third side if the perimeter is 30?
Answer: Let the length of the third side be $x$. Then, we know that the perimeter of the triangle is $5+12+x=30$. Solving for $x$, we get $x=13$. Therefore, the length of the third side is $\boxed{13}$.",Geometry,Medium,1
95,"If 75% of a number is 60, what is the number?",80,"Let number = x, 0.75x = 60
x = 60 / 0.75 = 80","Solve the following math problem: If 75% of a number is 60, what is the number?
Answer: Let x be the number we are looking for. Then, we can write the equation:
0.75x = 60
To solve for x, we need to isolate x on one side of the equation. We can do this by dividing both sides by 0.75:
x = 60 ÷ 0.75
x = 80
Therefore, the number we are looking for is 80. The answer is 80.",Percentage Problems,Medium,1
96,"A boat can travel at 15 miles per hour in still water. If the current is 3 miles per hour, what is the boat's speed upstream?",12 miles per hour,Upstream speed = boat speed - current speed = 15 - 3 = 12 miles/hour,"Solve the following math problem: A boat can travel at 15 miles per hour in still water. If the current is 3 miles per hour, what is the boat's speed upstream?
Answer: Let the speed of the boat upstream be $x$ miles per hour. Then, the speed of the boat downstream would be $x+3$ miles per hour. We know that the distance traveled is the same in both cases, so we can use the formula $d=rt$, where $d$ is the distance, $r$ is the rate (or speed), and $t$ is the time. Let $t_1$ be the time it takes to travel upstream and $t_2$ be the time it takes to travel downstream. Then, we have:

$d=xt_1=(x+3)t_2$

We also know that the distance is the same",Current-Speed Problems,Medium,5
97,"A box contains 20 chocolates, 12 are dark chocolate. What fraction of the chocolates are not dark chocolate?",2/5,"Number of non-dark chocolates = 20 - 12 = 8
Fraction not dark = 8 / 20 = 2/5","Solve the following math problem: A box contains 20 chocolates, 12 are dark chocolate. What fraction of the chocolates are not dark chocolate?
Answer: The total number of chocolates is 20. The number of dark chocolates is 12. Therefore, the number of chocolates that are not dark chocolate is 20 - 12 = 8. The fraction of the chocolates that are not dark chocolate is 8/20 = 2/5. The answer is 2/5.",Fractions,Easy,1
98,A car can travel 300 miles on 10 gallons of gas. How many miles can it travel on 25 gallons?,750 miles,"Miles per gallon = 300 miles / 10 gallons = 30 miles/gallon
Distance = 30 miles/gallon * 25 gallons = 750 miles","Solve the following math problem: A car can travel 300 miles on 10 gallons of gas. How many miles can it travel on 25 gallons?
Answer: To solve this problem, we can set up a proportion. We know that the car can travel 300 miles on 10 gallons of gas. Let's represent the number of miles the car can travel on 25 gallons as ""x"". The proportion can be set up as:

300 miles / 10 gallons = x miles / 25 gallons

To solve for x, we can cross-multiply:

10 * x = 300 * 25

10x = 7500

Dividing both sides of the equation by 10:

x = 750

There",Distance-Rate-Time,Medium,3
99,"A restaurant bill is $120. If you want to leave a 15% tip, how much should you leave?",$18,Tip = 15% of $120 = 0.15 * 120 = $18,"Solve the following math problem: A restaurant bill is $120. If you want to leave a 15% tip, how much should you leave?
Answer: To find the amount of the tip, we need to calculate 15% of $120. To do this, we can multiply $120 by 0.15, which gives us $18. Therefore, you should leave a $18 tip. The total amount you should pay, including the tip, is $120 + $18 = $138.",Percentage Problems,Easy,2
100,"A package weighs 8 pounds. If you want to divide it into 4 equal parts, how much does each part weigh?",2 pounds,Weight per part = 8 pounds / 4 = 2 pounds,"Solve the following math problem: A package weighs 8 pounds. If you want to divide it into 4 equal parts, how much does each part weigh?
Answer: To find out how much each part weighs, we need to divide the total weight of the package (8 pounds) by the number of parts (4). 

8 pounds ÷ 4 = 2 pounds

Therefore, each part weighs 2 pounds.

The answer is 2 pounds.",Division,Easy,4
