question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
81,A car travels 60 miles in 1.5 hours. What is its average speed in miles per hour?,40 miles per hour,Average speed = Distance / Time = 60 miles / 1.5 hours = 40 miles/hour,"Solve the following math problem: A car travels 60 miles in 1.5 hours. What is its average speed in miles per hour?
Answer: The average speed of a car can be calculated by dividing the total distance traveled by the total time taken. In this case, the car travels 60 miles in 1.5 hours. So, we divide 60 by 1.5 to find the average speed.

60 miles ÷ 1.5 hours = 40 miles per hour

Therefore, the average speed of the car is 40 miles per hour.

The answer is: 40.",Distance-Rate-Time,Easy,7
82,"In a class of 30 students, 18 are boys. What fraction of the class are girls?",2/5,"Number of girls = 30 - 18 = 12
Fraction of girls = 12 / 30 = 2/5","Solve the following math problem: In a class of 30 students, 18 are boys. What fraction of the class are girls?
Answer: 18 boys out of 30 students makes up the fraction 18/30. To find the fraction of girls, we subtract the fraction of boys from the total class fraction. So, the fraction of girls is 1 - 18/30. To simplify this fraction, we can divide both the numerator and denominator by 3, which gives us 10/30. Finally, we simplify this fraction by dividing both the numerator and denominator by 10, which gives us 1/3. Therefore, the fraction of girls in the class is 1/3.

The answer is: 1/3.",Fractions,Easy,0
83,"If a train leaves the station traveling at 75 miles per hour, how far will it travel in 4 hours?",300 miles,Distance = Speed * Time = 75 miles/hour * 4 hours = 300 miles,"Solve the following math problem: If a train leaves the station traveling at 75 miles per hour, how far will it travel in 4 hours?
Answer: Let's think step by step.First, we need to understand the problem. The problem is asking us to find out how far a train will travel in 4 hours, given that the train is traveling at a constant speed of 75 miles per hour.

To solve this problem, we can use the formula for distance, which is:

Distance = Speed × Time

In this formula, ""Speed"" refers to the speed at which the train is traveling, and ""Time"" refers to the duration of the train's travel.

In our problem, the speed of the train is given as 75 miles per hour, and the time of travel is given as 4 hours.

So",Distance-Rate-Time,Easy,2
84,A product originally priced at $50 is marked down by $10. What is the new price?,$40,New price = $50 - $10 = $40,"Solve the following math problem: A product originally priced at $50 is marked down by $10. What is the new price?
Answer: Let's think step by step.Step 1: Identify the original price and the discount amount.
The original price is $50 and the discount amount is $10.

Step 2: Subtract the discount amount from the original price.
To find the new price, we need to subtract the discount amount from the original price:
New price = Original price - Discount amount
New price = $50 - $10

Step 3: Calculate the new price.
New price = $40

So, the new price of the product after the discount is $40.

The answer is: 40.",Simple Operations,Easy,1
85,A rectangular field has a length of 50 meters and a width of 30 meters. What is the area of the field?,"1,500 square meters","Area = Length * Width = 50 * 30 = 1,500 square meters","Solve the following math problem: A rectangular field has a length of 50 meters and a width of 30 meters. What is the area of the field?
Answer: The area of a rectangle is calculated by multiplying its length by its width. In this case, the length of the field is 50 meters and the width is 30 meters. So, we can calculate the area by multiplying these two values:

Area = Length × Width
Area = 50 meters × 30 meters

Now, we can perform the multiplication:

Area = 1500 square meters

So, the area of the rectangular field is 1500 square meters.

The answer is: the area of the field is 1500 square meters.",Geometry,Easy,6
86,"Two numbers add up to 50. If one number is 10 more than the other, what are the numbers?",20 and 30,"Let the smaller number be x, larger number = x + 10
x + (x + 10) = 50
2x + 10 = 50, x = 20","Solve the following math problem: Two numbers add up to 50. If one number is 10 more than the other, what are the numbers?
Answer: Let's think step by step.First, we need to define our variables. Let's call the smaller number ""x"" and the larger number ""y"". We know two things about these numbers:

1. They add up to 50, so we can write this as an equation: x + y = 50.
2. One number (y) is 10 more than the other (x), so we can also write this as an equation: y = x + 10.

Now we have a system of two equations, and we can solve it by substitution. We'll substitute the second equation (y = x + 10) into the first equation (x",Linear Equations,Medium,2
87,"A bag contains 10 red, 6 blue, and 4 green marbles. If one marble is drawn at random, what is the probability it is not blue?",0.80,"Total marbles = 10 + 6 + 4 = 20
Non-blue marbles = 10 + 4 = 14
Probability = 14 / 20 = 0.80","Solve the following math problem: A bag contains 10 red, 6 blue, and 4 green marbles. If one marble is drawn at random, what is the probability it is not blue?
Answer:The total number of marbles in the bag is 10 + 6 + 4 = 20.
The probability of drawing a blue marble is 6/20, since there are 6 blue marbles out of 20 total marbles.
The probability of not drawing a blue marble is 1 - (6/20), since the sum of the probabilities of all possible outcomes must equal 1.
Therefore, the probability of not drawing a blue marble is (20 - 6)/20 = 14/20 = 7/10.

The answer is: \frac{7}{10}.",Probability,Medium,1
88,A cyclist travels 24 miles in 2 hours. What is the average speed in miles per hour?,12 miles per hour,Average speed = Distance / Time = 24 miles / 2 hours = 12 miles/hour,"Solve the following math problem: A cyclist travels 24 miles in 2 hours. What is the average speed in miles per hour?
Answer: To find the average speed, we need to divide the total distance traveled by the total time taken. In this case, the cyclist travels 24 miles in 2 hours. So, we can calculate the average speed as follows:

Step 1: Write down the formula for average speed: Average speed = Total distance / Total time

Step 2: Plug in the given values into the formula: Average speed = 24 miles / 2 hours

Step 3: Perform the division: 24 miles / 2 hours = 12 miles per hour

So, the average speed of the cyclist is 12 miles per hour.

The answer is: the average",Distance-Rate-Time,Easy,5
89,"A store sells notebooks for $3 each and pens for $2 each. If a student buys 5 notebooks and 4 pens, how much does the student spend?",$23,Total cost = (5 * 3) + (4 * 2) = 15 + 8 = $23,"Solve the following math problem: A store sells notebooks for $3 each and pens for $2 each. If a student buys 5 notebooks and 4 pens, how much does the student spend?
Answer: First, we need to calculate the total cost of the notebooks. The student buys 5 notebooks, and each notebook costs $3. So, we can calculate the total cost of the notebooks by multiplying the number of notebooks (5) by the cost of each notebook ($3). This gives us:

5 notebooks * $3/notebook = $15

Next, we need to calculate the total cost of the pens. The student buys 4 pens, and each pen costs $2. We can calculate the total cost of the pens by multiplying the number of pens (4) by the cost of each pen ($2). This gives us:

4 pens * $2",Simple Operations,Easy,1
90,"A box can hold 48 items. If each item takes up 3 cubic inches, what is the total volume of the box?",144 cubic inches,Total volume = 48 items * 3 cubic inches/item = 144 cubic inches,"Solve the following math problem: A box can hold 48 items. If each item takes up 3 cubic inches, what is the total volume of the box?
Answer: To find the total volume of the box, we need to multiply the number of items it can hold by the volume of each item.

Step 1: Determine the volume of one item.
We know that each item takes up 3 cubic inches, so the volume of one item is 3 cubic inches.

Step 2: Calculate the total volume of the box.
The box can hold 48 items, so we need to multiply the volume of one item (3 cubic inches) by the number of items the box can hold (48).

Total volume of the box = Volume of one item * Number of items the box can hold
Total volume of the box",Volume Problems,Easy,4
91,"A car's fuel efficiency is 25 miles per gallon. If the car has a 15-gallon tank, how many miles can it travel on a full tank?",375 miles,Distance = Fuel efficiency * Gallons = 25 miles/gallon * 15 gallons = 375 miles,"Solve the following math problem: A car's fuel efficiency is 25 miles per gallon. If the car has a 15-gallon tank, how many miles can it travel on a full tank?
Answer: To solve this problem, we need to determine the number of miles the car can travel on a full tank.

Step 1: Identify the given information.
The car's fuel efficiency is 25 miles per gallon, and the car has a 15-gallon tank.

Step 2: Determine the relationship between fuel efficiency and distance.
The fuel efficiency tells us how many miles the car can travel on one gallon of fuel. To find out how many miles it can travel on a full tank, we need to multiply the fuel efficiency by the number of gallons in the tank.

Step 3: Calculate the number of miles the car can travel on a",Distance-Rate-Time,Medium,2
92,A recipe requires 4 cups of flour for 2 loaves of bread. How much flour is needed for 5 loaves?,10 cups of flour,"Flour per loaf = 4 cups / 2 loaves = 2 cups/loaf
Flour for 5 loaves = 2 cups/loaf * 5 = 10 cups","Solve the following math problem: A recipe requires 4 cups of flour for 2 loaves of bread. How much flour is needed for 5 loaves?
Answer: First, we need to determine the amount of flour required for one loaf of bread. To do this, we divide the total amount of flour needed for 2 loaves by the number of loaves. That is, 4 cups of flour divided by 2 loaves, which equals 2 cups of flour per loaf.

Next, we need to find out how much flour is needed for 5 loaves. Since we know that 1 loaf requires 2 cups of flour, we can multiply this amount by the number of loaves needed. So, 2 cups of flour per loaf times 5 loaves equals 10 cups of flour.

Therefore, the amount of flour needed",Proportion Problems,Easy,5
93,"If a person earns $50,000 a year and receives a 10% raise, what will their new salary be?","$55,000","New salary = $50,000 * (1 + 0.10) = $55,000","Solve the following math problem: If a person earns $50,000 a year and receives a 10% raise, what will their new salary be?
Answer: Let's think step by step.First, we need to understand what a 10% raise means. A 10% raise means that the person's salary will increase by 10% of their current salary.

Second, we need to calculate what 10% of the person's current salary is. To do this, we multiply the current salary by 10% (or 0.1 in decimal form). 

So, the calculation would be: $50,000 * 0.1 = $5,000.

This means that the person's salary will increase by $5,000.

Finally,",Percentage Problems,Easy,2
94,A triangle has two sides of lengths 5 and 12. What is the length of the third side if the perimeter is 30?,13,"Let third side = x, 5 + 12 + x = 30
x = 30 - 17 = 13","Solve the following math problem: A triangle has two sides of lengths 5 and 12. What is the length of the third side if the perimeter is 30?
Answer: Let's think step by step.Step 1: Understand the problem
We have a triangle with two sides of lengths 5 and 12, and the perimeter is 30. We need to find the length of the third side.

Step 2: Recall the formula for the perimeter of a triangle
The perimeter of a triangle is the sum of the lengths of all three sides. In this case, we have:

Perimeter = Side 1 + Side 2 + Side 3

Step 3: Plug in the given values
We know the lengths of two sides (5 and 12) and the perimeter (30). Let's plug",Geometry,Medium,1
95,"If 75% of a number is 60, what is the number?",80,"Let number = x, 0.75x = 60
x = 60 / 0.75 = 80","Solve the following math problem: If 75% of a number is 60, what is the number?
Answer: Let's think step by step.First, we need to translate the problem into a mathematical equation. The problem states that 75% of a number is equal to 60. In mathematical terms, we can represent the number as $x$ and 75% as $0.75x$. The equation becomes:

$0.75x = 60$

Next, we need to solve for $x$. To do this, we can divide both sides of the equation by 0.75:

$\frac{0.75x}{0.75} = \frac{60}{0.75}$

This simplifies to:",Percentage Problems,Medium,0
96,"A boat can travel at 15 miles per hour in still water. If the current is 3 miles per hour, what is the boat's speed upstream?",12 miles per hour,Upstream speed = boat speed - current speed = 15 - 3 = 12 miles/hour,"Solve the following math problem: A boat can travel at 15 miles per hour in still water. If the current is 3 miles per hour, what is the boat's speed upstream?
Answer: Let's think step by step.First, we need to understand the concept of speed in still water and speed against the current. 

The speed of the boat in still water is given as 15 miles per hour. This is the speed at which the boat would travel if there were no current.

The speed of the current is given as 3 miles per hour. This is the speed at which the water is flowing, which affects the boat's speed.

When the boat is traveling against the current, the speed of the current needs to be taken into account. This is because the current is flowing in the opposite direction to the boat, slowing it down. 

To find the boat'",Current-Speed Problems,Medium,4
97,"A box contains 20 chocolates, 12 are dark chocolate. What fraction of the chocolates are not dark chocolate?",2/5,"Number of non-dark chocolates = 20 - 12 = 8
Fraction not dark = 8 / 20 = 2/5","Solve the following math problem: A box contains 20 chocolates, 12 are dark chocolate. What fraction of the chocolates are not dark chocolate?
Answer: 1 - 12/20
Let's think step by step.Step 1: To find the fraction of the chocolates that are not dark chocolate, I need to divide the number of chocolates that are not dark chocolate by the total number of chocolates.

Step 2: The number of chocolates that are not dark chocolate is 20 - 12 = 8.

Step 3: The total number of chocolates is 20.

Step 4: So the fraction of the chocolates that are not dark chocolate is 8/20.

Step 5: I can simplify this fraction by dividing both",Fractions,Easy,1
98,A car can travel 300 miles on 10 gallons of gas. How many miles can it travel on 25 gallons?,750 miles,"Miles per gallon = 300 miles / 10 gallons = 30 miles/gallon
Distance = 30 miles/gallon * 25 gallons = 750 miles","Solve the following math problem: A car can travel 300 miles on 10 gallons of gas. How many miles can it travel on 25 gallons?
Answer: We know that the car can travel 300 miles on 10 gallons of gas. So, the car's fuel efficiency is 300 miles per 10 gallons, or 30 miles per gallon.

Now, we want to find out how many miles the car can travel on 25 gallons of gas. To do this, we can use the fuel efficiency rate we found earlier.

We can set up a proportion to solve this problem:

30 miles / 10 gallons = x miles / 25 gallons

To solve for x, we can cross-multiply:

30 miles * 25 gallons =",Distance-Rate-Time,Medium,2
99,"A restaurant bill is $120. If you want to leave a 15% tip, how much should you leave?",$18,Tip = 15% of $120 = 0.15 * 120 = $18,"Solve the following math problem: A restaurant bill is $120. If you want to leave a 15% tip, how much should you leave?
Answer: Let's think step by step.First, we need to find out how much the 15% tip is on the restaurant bill. To do this, we can use the following formula:

Tip = (Percentage / 100) * Bill

In this case, the percentage is 15%, and the bill is $120. So, we can plug these values into the formula:

Tip = (15 / 100) * $120

Now, let's simplify the expression:

Tip = (15 / 100) * $120 = (15 / 100) * 12",Percentage Problems,Easy,1
100,"A package weighs 8 pounds. If you want to divide it into 4 equal parts, how much does each part weigh?",2 pounds,Weight per part = 8 pounds / 4 = 2 pounds,"Solve the following math problem: A package weighs 8 pounds. If you want to divide it into 4 equal parts, how much does each part weigh?
Answer: First, we need to determine the total weight of the package, which is given as 8 pounds.

Next, we need to divide this total weight into 4 equal parts. To do this, we will divide the total weight by the number of parts.

So, we will perform the following calculation: 8 pounds / 4 parts = 2 pounds per part.

Therefore, each part of the package will weigh 2 pounds.

The answer is: 2.",Division,Easy,3
